c_charge_degree,race,age,sex,priors_count,days_b_screening_arrest,label
M,African_American,33,Female,3,-1.0,0
F,African_American,22,Male,2,0.0,1
F,African_American,25,Male,14,-1.0,1
M,African_American,31,Female,2,-1.0,0
F,Caucasian,29,Female,11,-3.0,1
F,Other,56,Male,6,-1.0,1
F,African_American,28,Male,2,-4.0,1
F,African_American,22,Male,0,-1.0,1
M,Caucasian,29,Male,0,-1.0,1
M,Caucasian,50,Female,30,-1.0,1
F,Caucasian,26,Male,5,-1.0,1
M,Caucasian,42,Male,0,0.0,0
M,African_American,29,Male,2,0.0,0
F,African_American,31,Male,5,-1.0,0
F,African_American,26,Male,3,-1.0,1
F,African_American,21,Male,0,-1.0,1
F,Caucasian,29,Male,6,-3.0,1
M,Hispanic,33,Male,1,0.0,0
F,African_American,42,Male,17,-1.0,1
M,Caucasian,22,Male,0,-4.0,0
F,Other,24,Male,0,-1.0,0
M,African_American,29,Male,2,-1.0,0
F,Caucasian,27,Male,2,-1.0,1
M,African_American,24,Female,0,-1.0,0
M,Caucasian,50,Male,0,-1.0,0
M,Caucasian,26,Male,3,0.0,0
M,Caucasian,37,Male,4,-1.0,1
M,Caucasian,30,Male,0,0.0,0
M,African_American,40,Male,1,-1.0,0
F,Other,45,Male,1,-1.0,0
F,African_American,34,Male,13,-1.0,1
M,African_American,35,Male,3,-1.0,0
F,African_American,30,Male,11,-1.0,0
F,African_American,20,Male,1,-1.0,1
F,African_American,37,Male,16,-1.0,1
M,African_American,28,Male,9,-1.0,0
M,African_American,29,Male,2,-1.0,0
M,Caucasian,53,Female,0,-1.0,0
F,African_American,44,Male,0,-1.0,0
F,African_American,28,Male,0,0.0,0
M,Caucasian,31,Male,6,0.0,1
F,Caucasian,64,Male,8,-1.0,0
F,Other,39,Male,1,-1.0,1
F,African_American,38,Male,16,-1.0,1
M,African_American,21,Male,1,-1.0,0
F,African_American,25,Female,0,-1.0,0
M,Caucasian,31,Male,6,-1.0,0
F,Hispanic,22,Male,1,-19.0,1
F,African_American,22,Male,1,-1.0,1
M,Hispanic,25,Male,1,0.0,1
M,African_American,61,Male,20,-1.0,1
M,African_American,49,Male,1,-1.0,0
F,Caucasian,43,Male,4,-1.0,0
F,African_American,21,Male,1,-1.0,1
F,Caucasian,49,Male,12,-1.0,1
F,African_American,44,Male,2,-1.0,0
M,Other,36,Male,1,-1.0,1
M,African_American,51,Male,0,-1.0,1
M,African_American,27,Male,4,0.0,1
F,African_American,23,Female,0,-1.0,1
M,Caucasian,30,Male,0,0.0,0
M,Caucasian,29,Male,12,0.0,1
F,African_American,21,Female,0,0.0,1
M,Hispanic,30,Male,0,-1.0,0
M,Caucasian,22,Male,0,-1.0,1
F,Caucasian,22,Male,1,-1.0,0
F,Caucasian,22,Male,0,-1.0,0
M,Hispanic,36,Male,1,0.0,0
M,Caucasian,27,Male,0,0.0,1
F,African_American,22,Male,0,-1.0,1
F,African_American,26,Male,6,-1.0,1
M,Hispanic,30,Male,0,0.0,0
F,Caucasian,53,Male,2,-2.0,0
F,Other,33,Male,7,-1.0,1
F,African_American,22,Male,1,-1.0,1
M,Caucasian,33,Male,1,0.0,0
F,African_American,20,Male,5,-1.0,1
F,Caucasian,56,Male,0,-1.0,0
F,African_American,47,Male,0,-1.0,1
F,African_American,34,Male,1,-17.0,0
M,African_American,38,Female,0,-1.0,0
M,African_American,30,Female,0,-1.0,1
M,African_American,43,Male,15,-1.0,1
M,African_American,31,Male,6,29.0,1
F,Caucasian,24,Female,0,-1.0,0
F,African_American,30,Male,1,-1.0,0
F,Caucasian,49,Male,0,-1.0,0
M,African_American,21,Female,0,-1.0,0
F,African_American,19,Female,1,-1.0,1
F,African_American,34,Male,2,-1.0,0
F,Caucasian,31,Male,4,0.0,1
F,African_American,49,Male,3,0.0,0
F,African_American,25,Male,14,-1.0,1
F,African_American,30,Male,10,0.0,0
M,Caucasian,26,Male,4,0.0,1
M,African_American,29,Male,10,-1.0,1
M,Caucasian,61,Male,0,0.0,0
F,African_American,20,Male,1,-1.0,1
F,Hispanic,32,Male,1,-15.0,0
F,Caucasian,41,Male,1,-1.0,0
F,African_American,38,Female,14,-1.0,1
F,African_American,40,Male,1,-1.0,0
M,African_American,23,Male,2,-1.0,1
F,African_American,26,Male,7,-19.0,0
F,Caucasian,23,Male,0,-1.0,1
F,Caucasian,56,Male,1,-1.0,0
M,African_American,36,Male,3,-1.0,1
F,Caucasian,38,Male,2,-1.0,1
M,African_American,28,Female,0,-1.0,0
F,Caucasian,24,Male,3,-1.0,1
F,Caucasian,30,Male,0,0.0,0
F,Caucasian,39,Male,1,-3.0,0
M,Hispanic,36,Male,1,-8.0,1
F,African_American,33,Male,16,-1.0,1
F,African_American,23,Male,1,-1.0,0
F,African_American,34,Male,13,-1.0,1
F,Caucasian,53,Female,0,0.0,0
M,Caucasian,53,Male,8,-1.0,1
F,Caucasian,28,Male,0,-1.0,0
F,Caucasian,39,Male,0,-1.0,0
M,African_American,26,Male,10,-6.0,1
F,African_American,34,Male,3,-1.0,0
M,African_American,22,Male,1,-1.0,0
M,African_American,24,Male,0,-1.0,1
M,Caucasian,42,Female,0,-1.0,0
F,African_American,60,Male,19,0.0,1
F,African_American,47,Male,3,-1.0,0
F,Caucasian,50,Male,1,0.0,0
F,African_American,39,Male,9,0.0,0
F,African_American,25,Male,1,0.0,0
M,Hispanic,36,Male,0,-1.0,1
F,African_American,52,Male,7,-1.0,1
F,African_American,32,Female,3,-1.0,1
M,Caucasian,48,Female,0,-1.0,0
F,African_American,23,Male,2,-1.0,0
M,Caucasian,33,Male,0,-1.0,0
M,Caucasian,28,Female,0,-1.0,0
M,African_American,54,Male,0,-1.0,0
M,African_American,39,Male,19,-1.0,1
F,African_American,21,Male,1,-2.0,0
M,Hispanic,43,Male,1,-1.0,1
F,Hispanic,35,Male,0,-1.0,0
M,African_American,51,Male,8,-1.0,1
F,Caucasian,40,Female,5,16.0,0
F,African_American,20,Male,1,0.0,1
M,African_American,28,Male,3,-1.0,1
M,Hispanic,32,Female,8,-8.0,1
F,African_American,63,Male,9,0.0,1
M,African_American,25,Male,0,-1.0,0
F,African_American,41,Male,25,-1.0,1
F,Caucasian,30,Male,1,-1.0,0
M,Caucasian,36,Male,1,-1.0,0
F,Caucasian,43,Male,6,-1.0,1
F,Caucasian,34,Female,0,-1.0,1
M,Caucasian,22,Male,0,0.0,0
F,African_American,27,Male,12,-1.0,1
F,African_American,20,Male,1,0.0,1
M,Caucasian,37,Male,1,-1.0,1
M,African_American,23,Male,0,-1.0,0
F,African_American,30,Male,11,0.0,0
F,Hispanic,48,Male,1,2.0,1
F,African_American,31,Male,15,0.0,0
F,African_American,54,Female,7,-1.0,0
F,Caucasian,40,Male,1,-21.0,0
F,Hispanic,28,Male,3,-1.0,1
M,African_American,25,Male,6,-1.0,0
F,Caucasian,25,Female,0,0.0,0
M,African_American,24,Male,0,-1.0,0
F,African_American,27,Male,7,-1.0,1
F,African_American,20,Male,0,0.0,0
F,Caucasian,32,Male,2,0.0,0
F,African_American,21,Male,0,-1.0,0
M,Caucasian,42,Female,0,-1.0,0
F,Caucasian,29,Male,1,-24.0,1
M,African_American,26,Female,1,-23.0,0
F,African_American,39,Male,1,-1.0,1
F,African_American,25,Male,0,-1.0,0
F,African_American,37,Male,1,-1.0,0
M,Caucasian,45,Male,4,-1.0,1
M,African_American,21,Male,2,-1.0,1
F,Caucasian,52,Male,6,-1.0,1
F,African_American,33,Male,14,-1.0,1
M,Caucasian,19,Male,1,-1.0,1
F,African_American,28,Male,5,-1.0,0
F,African_American,26,Male,10,-1.0,1
F,Caucasian,27,Male,6,-1.0,0
F,African_American,22,Female,0,0.0,0
F,Caucasian,30,Male,4,0.0,1
F,African_American,20,Male,0,-1.0,0
M,African_American,49,Male,1,-1.0,0
M,African_American,37,Male,2,0.0,0
F,African_American,21,Female,0,-4.0,1
F,African_American,24,Female,0,-1.0,0
M,African_American,30,Male,5,-1.0,0
M,African_American,31,Male,1,-1.0,0
M,Other,37,Female,0,-1.0,1
F,Caucasian,42,Male,1,-1.0,0
F,Caucasian,51,Male,0,0.0,0
F,Caucasian,38,Male,0,-7.0,0
M,Caucasian,47,Male,13,0.0,1
F,African_American,30,Male,1,-1.0,0
M,Other,59,Male,1,-25.0,0
F,African_American,28,Female,3,-1.0,1
M,Caucasian,24,Male,3,-1.0,0
F,African_American,34,Female,5,-1.0,1
F,African_American,44,Male,14,-1.0,1
M,African_American,53,Male,0,-3.0,0
F,African_American,21,Male,0,-1.0,0
F,African_American,35,Male,4,-1.0,1
F,Caucasian,46,Female,1,-1.0,0
F,African_American,24,Male,1,-1.0,1
F,Hispanic,59,Male,0,-4.0,0
F,African_American,23,Female,0,-1.0,0
M,African_American,50,Male,4,-3.0,0
M,African_American,21,Female,0,-1.0,0
F,African_American,20,Female,0,-1.0,1
F,African_American,36,Female,4,-1.0,1
M,African_American,58,Male,12,-1.0,1
M,Hispanic,29,Male,0,0.0,1
M,African_American,27,Male,0,0.0,0
M,Caucasian,46,Female,0,-1.0,0
F,Hispanic,23,Male,0,-1.0,1
F,Hispanic,38,Male,0,-1.0,0
F,African_American,26,Male,2,-1.0,1
M,African_American,25,Female,1,0.0,0
F,African_American,21,Female,0,0.0,0
F,African_American,19,Male,1,-1.0,1
F,Caucasian,26,Male,1,0.0,1
F,African_American,39,Female,6,0.0,0
F,African_American,37,Male,0,-1.0,0
M,Caucasian,21,Female,0,-1.0,1
M,Caucasian,51,Male,0,-1.0,0
F,African_American,27,Male,4,0.0,1
F,African_American,47,Female,7,-1.0,1
F,Hispanic,59,Male,1,-2.0,1
F,Caucasian,30,Male,7,-1.0,1
F,Caucasian,54,Male,0,-1.0,0
M,African_American,41,Male,4,0.0,1
M,African_American,35,Male,2,-1.0,0
M,African_American,52,Male,0,-1.0,1
M,African_American,28,Male,6,-1.0,1
F,Caucasian,19,Female,0,-1.0,1
F,African_American,28,Male,9,-1.0,1
M,African_American,20,Male,1,-1.0,1
F,African_American,32,Male,1,-1.0,1
F,Caucasian,22,Male,0,-1.0,1
F,African_American,23,Male,6,0.0,1
F,Caucasian,30,Male,1,-1.0,1
F,Caucasian,44,Male,2,-1.0,1
F,African_American,20,Male,0,0.0,1
F,African_American,47,Male,5,-1.0,0
F,African_American,29,Female,0,-3.0,0
F,African_American,27,Male,10,0.0,1
M,African_American,35,Male,2,-1.0,0
F,African_American,23,Male,0,-1.0,0
M,African_American,30,Female,1,-1.0,0
F,African_American,27,Male,0,0.0,1
F,Caucasian,29,Male,0,-1.0,0
F,African_American,33,Male,1,0.0,0
F,African_American,51,Male,15,-1.0,1
F,Caucasian,20,Male,0,-1.0,0
M,African_American,27,Male,7,-1.0,1
F,African_American,29,Male,4,0.0,1
M,African_American,20,Male,0,-1.0,1
M,Caucasian,58,Male,0,-1.0,0
F,Caucasian,24,Female,0,-1.0,0
F,African_American,29,Male,1,-1.0,0
F,Caucasian,51,Male,2,0.0,0
M,Caucasian,35,Male,3,-1.0,1
F,Caucasian,33,Male,1,-4.0,0
M,Caucasian,57,Male,0,0.0,1
M,Caucasian,50,Male,0,-1.0,0
F,Caucasian,49,Male,0,-1.0,0
M,African_American,58,Male,21,-1.0,1
F,African_American,46,Female,2,-1.0,1
F,African_American,52,Male,16,-1.0,1
M,Caucasian,39,Male,0,-1.0,0
F,Hispanic,54,Male,0,0.0,0
F,African_American,29,Male,3,0.0,1
F,Hispanic,21,Male,0,-1.0,1
M,African_American,20,Male,0,-1.0,1
F,African_American,39,Male,1,-1.0,0
M,Caucasian,30,Male,1,-4.0,1
F,African_American,23,Male,5,0.0,1
M,Caucasian,34,Male,1,0.0,0
F,Caucasian,34,Female,15,-4.0,1
F,African_American,20,Male,2,-1.0,1
F,African_American,52,Female,8,-1.0,0
F,African_American,22,Male,0,0.0,0
M,Caucasian,29,Female,1,-2.0,1
M,African_American,31,Female,0,0.0,0
M,Other,33,Male,0,-1.0,0
M,Caucasian,24,Male,3,-1.0,1
M,Caucasian,39,Female,0,-1.0,0
M,Caucasian,21,Female,0,-1.0,0
F,African_American,36,Male,0,-1.0,0
F,African_American,60,Male,12,-1.0,0
F,Caucasian,57,Male,2,-11.0,0
F,Hispanic,34,Male,17,-1.0,1
F,African_American,24,Female,3,-1.0,0
M,Hispanic,27,Male,0,-1.0,0
F,Caucasian,36,Male,0,-1.0,0
M,African_American,25,Male,0,0.0,1
F,African_American,28,Male,14,-1.0,1
M,African_American,48,Female,0,-1.0,0
F,African_American,21,Male,1,-1.0,1
M,African_American,27,Male,4,-1.0,0
M,Hispanic,34,Male,1,-1.0,0
F,Caucasian,24,Male,0,0.0,0
M,African_American,39,Female,3,-1.0,0
F,Hispanic,22,Male,2,-1.0,1
F,African_American,54,Male,21,-1.0,0
F,Caucasian,31,Male,13,-1.0,1
F,African_American,27,Male,13,-1.0,1
F,African_American,25,Female,4,0.0,1
F,African_American,24,Male,5,-1.0,1
F,Hispanic,28,Male,0,-1.0,0
M,African_American,28,Male,14,29.0,1
M,Hispanic,51,Male,1,-1.0,0
F,African_American,57,Male,11,-1.0,0
F,African_American,42,Male,8,-1.0,0
F,African_American,23,Male,1,-1.0,1
F,Other,21,Male,0,-1.0,1
F,Hispanic,38,Male,0,0.0,0
F,African_American,25,Male,3,-1.0,1
M,Caucasian,34,Male,3,-1.0,1
F,African_American,27,Female,1,0.0,0
F,African_American,37,Female,0,-3.0,0
F,African_American,32,Female,0,-1.0,0
M,African_American,22,Male,2,-1.0,1
F,Caucasian,27,Male,0,-1.0,1
M,African_American,36,Female,1,0.0,0
F,Hispanic,25,Male,0,0.0,1
F,Caucasian,38,Male,12,-1.0,0
F,African_American,32,Male,4,-1.0,1
M,African_American,27,Male,0,-1.0,0
M,Caucasian,51,Male,2,0.0,1
M,African_American,25,Male,1,-1.0,1
F,African_American,24,Male,7,-1.0,1
F,Other,20,Female,1,-21.0,0
F,African_American,23,Male,4,-1.0,0
F,Caucasian,23,Male,3,18.0,1
F,Asian,28,Male,9,-1.0,0
F,African_American,28,Male,2,-1.0,1
F,African_American,20,Male,4,-1.0,1
M,African_American,56,Male,3,-27.0,1
F,Caucasian,22,Male,0,-1.0,1
M,Caucasian,31,Male,2,0.0,1
F,Caucasian,27,Male,4,0.0,1
M,African_American,25,Male,0,0.0,0
M,African_American,67,Male,4,-1.0,1
F,Caucasian,35,Female,0,0.0,1
F,Caucasian,25,Male,2,-1.0,1
F,Caucasian,46,Male,2,-1.0,0
F,African_American,30,Female,3,-1.0,0
M,African_American,23,Male,0,-1.0,1
M,African_American,20,Male,1,0.0,1
F,African_American,22,Male,0,0.0,1
M,African_American,50,Male,0,0.0,0
F,African_American,33,Male,28,-1.0,1
F,African_American,34,Male,16,-1.0,1
F,African_American,23,Male,0,-1.0,0
M,Caucasian,21,Male,2,-1.0,1
F,African_American,31,Male,0,0.0,0
F,Hispanic,33,Female,2,-10.0,1
M,Caucasian,33,Male,2,-1.0,0
F,Caucasian,43,Male,1,-1.0,1
F,Other,27,Male,0,-2.0,0
F,Asian,24,Male,0,-1.0,0
M,African_American,33,Male,8,-1.0,1
F,African_American,23,Male,2,-2.0,1
F,African_American,24,Female,0,-1.0,0
F,Caucasian,58,Male,1,-1.0,1
F,Caucasian,32,Male,0,-1.0,1
M,Caucasian,47,Male,0,-1.0,0
F,Caucasian,43,Male,2,-1.0,0
M,Caucasian,37,Male,0,-2.0,0
F,Caucasian,32,Male,2,-27.0,1
M,African_American,42,Male,13,-1.0,1
F,African_American,23,Male,4,-1.0,1
F,African_American,31,Male,3,-1.0,1
M,Caucasian,35,Male,0,-1.0,1
F,African_American,26,Male,1,-1.0,1
M,Hispanic,53,Male,1,-8.0,1
F,African_American,24,Female,0,-1.0,0
F,African_American,32,Male,4,-1.0,1
F,Hispanic,34,Male,14,-1.0,1
M,African_American,22,Female,0,-1.0,1
M,Hispanic,29,Male,0,-1.0,0
F,African_American,25,Male,4,-1.0,1
M,Other,45,Male,0,-1.0,0
F,Caucasian,20,Male,0,0.0,1
F,Caucasian,25,Male,2,-1.0,0
F,African_American,20,Male,0,-1.0,1
M,Caucasian,53,Male,0,-1.0,0
F,African_American,22,Male,2,0.0,1
F,African_American,29,Male,2,-1.0,1
M,African_American,38,Male,0,0.0,0
M,African_American,19,Female,0,-1.0,1
F,Caucasian,35,Male,3,-1.0,1
F,Caucasian,40,Male,4,-1.0,1
F,African_American,27,Male,11,-1.0,0
F,Hispanic,22,Male,0,-1.0,1
F,Other,31,Male,5,-1.0,0
F,Caucasian,44,Male,0,-1.0,1
F,Caucasian,44,Female,1,-3.0,1
F,African_American,32,Male,1,-1.0,1
F,African_American,28,Male,11,-1.0,1
F,Caucasian,33,Male,7,-1.0,1
F,African_American,20,Male,2,0.0,1
F,African_American,28,Male,6,-1.0,0
F,African_American,23,Male,1,-1.0,1
F,Other,30,Male,13,-1.0,1
M,African_American,22,Male,0,-1.0,1
M,Caucasian,24,Female,1,-24.0,0
M,Caucasian,47,Male,2,-30.0,0
M,Hispanic,29,Female,0,-3.0,0
M,African_American,39,Male,0,-1.0,0
F,African_American,25,Male,2,-23.0,0
F,African_American,35,Female,12,-2.0,1
M,African_American,29,Male,0,0.0,0
F,Hispanic,28,Male,16,-1.0,1
F,African_American,43,Male,2,0.0,0
M,Caucasian,41,Female,9,2.0,1
F,African_American,25,Male,10,-4.0,1
F,African_American,28,Male,1,-1.0,1
M,Hispanic,34,Male,0,0.0,0
M,Hispanic,37,Male,0,-1.0,1
M,African_American,30,Male,1,0.0,0
F,African_American,24,Male,3,-3.0,1
F,Caucasian,49,Male,1,-22.0,0
M,African_American,24,Male,0,-1.0,0
M,Hispanic,33,Female,2,-1.0,0
M,Hispanic,69,Female,0,0.0,0
F,African_American,62,Male,22,0.0,1
F,African_American,35,Female,5,-1.0,0
F,African_American,20,Male,1,3.0,1
M,Other,36,Female,1,-1.0,0
F,African_American,50,Male,12,-22.0,1
M,African_American,38,Male,8,-1.0,0
F,Caucasian,23,Male,11,-1.0,1
M,African_American,27,Male,0,-1.0,0
M,African_American,45,Male,20,-1.0,0
F,African_American,27,Female,0,-1.0,0
F,Caucasian,32,Male,5,-1.0,1
F,African_American,20,Male,0,-1.0,0
F,African_American,57,Male,1,-1.0,0
M,Hispanic,30,Male,3,-6.0,0
M,Hispanic,40,Male,0,0.0,0
F,African_American,29,Female,0,-1.0,0
M,African_American,28,Male,3,0.0,1
M,Other,36,Male,3,-1.0,1
M,Caucasian,42,Female,5,-1.0,1
F,Caucasian,60,Female,2,-1.0,0
F,Other,30,Female,1,-1.0,0
F,African_American,21,Male,6,-19.0,1
M,Other,25,Male,2,-1.0,0
M,Caucasian,36,Male,0,0.0,0
F,African_American,29,Male,0,-1.0,1
M,Caucasian,22,Male,2,-1.0,1
F,Caucasian,20,Female,4,-1.0,1
F,African_American,25,Male,2,-1.0,1
F,African_American,33,Male,0,-1.0,0
F,Hispanic,31,Male,8,-1.0,1
M,African_American,24,Male,0,0.0,1
F,African_American,31,Male,15,-1.0,0
F,African_American,28,Male,20,0.0,1
F,Caucasian,36,Male,1,-1.0,0
M,Other,62,Male,0,-1.0,0
F,Caucasian,50,Male,3,-1.0,0
F,Caucasian,35,Male,0,0.0,0
F,African_American,36,Female,5,0.0,1
F,Caucasian,37,Male,7,-1.0,1
F,Caucasian,24,Male,2,-1.0,1
F,African_American,29,Male,2,0.0,0
F,African_American,53,Male,2,-1.0,1
F,Caucasian,58,Male,5,-1.0,1
F,Caucasian,24,Male,0,-1.0,0
F,Hispanic,25,Male,0,-1.0,0
F,African_American,54,Male,0,-1.0,0
F,Caucasian,31,Male,0,-1.0,0
F,African_American,24,Male,1,-1.0,1
M,African_American,50,Female,7,-1.0,0
M,African_American,41,Female,2,-1.0,0
M,African_American,35,Male,4,-1.0,0
M,Caucasian,47,Male,1,-1.0,0
F,African_American,51,Male,17,-2.0,1
M,African_American,28,Male,2,0.0,0
F,Caucasian,20,Male,0,-1.0,1
M,Caucasian,30,Female,2,0.0,1
F,Caucasian,36,Male,1,-1.0,0
F,African_American,23,Male,0,-1.0,1
F,Hispanic,27,Male,2,-10.0,0
F,African_American,29,Male,0,0.0,0
F,African_American,39,Female,3,-1.0,1
M,Caucasian,23,Male,0,0.0,1
M,African_American,37,Male,3,-1.0,1
F,African_American,32,Male,8,0.0,1
F,Other,25,Male,1,-1.0,0
F,African_American,33,Male,3,0.0,0
M,African_American,29,Male,2,-1.0,0
F,African_American,24,Male,5,-1.0,1
F,Caucasian,37,Male,0,-1.0,1
F,African_American,54,Male,4,0.0,1
F,African_American,21,Male,0,16.0,1
F,African_American,30,Male,6,0.0,1
M,African_American,33,Male,2,-1.0,0
M,Caucasian,57,Female,0,-1.0,0
F,African_American,25,Male,0,-1.0,0
F,Caucasian,43,Female,7,-21.0,0
F,African_American,43,Male,23,-1.0,0
M,African_American,23,Male,0,-1.0,0
M,African_American,35,Male,17,-1.0,1
F,Other,54,Male,0,-1.0,0
F,African_American,23,Male,1,0.0,0
F,Caucasian,50,Male,1,-1.0,0
F,African_American,22,Male,0,-1.0,1
F,Hispanic,20,Male,2,-1.0,1
F,African_American,28,Male,8,-1.0,1
M,Caucasian,24,Female,0,-1.0,0
F,African_American,25,Female,5,-1.0,0
F,Hispanic,28,Male,1,-1.0,0
F,African_American,23,Male,1,-1.0,1
F,African_American,21,Male,1,-21.0,1
F,Caucasian,32,Male,8,-4.0,1
F,African_American,52,Male,7,-1.0,0
F,Caucasian,24,Male,0,-1.0,0
F,African_American,25,Male,0,0.0,0
F,African_American,23,Male,2,0.0,0
F,Caucasian,21,Male,5,-10.0,1
F,African_American,35,Male,5,-1.0,1
F,African_American,33,Male,4,-9.0,0
M,Caucasian,33,Male,2,-1.0,1
F,African_American,30,Male,6,-1.0,0
F,African_American,31,Male,1,-1.0,0
M,Hispanic,34,Male,3,-6.0,0
F,Caucasian,26,Male,0,0.0,0
F,Caucasian,36,Male,1,-1.0,0
M,Caucasian,22,Male,0,0.0,1
M,African_American,33,Female,0,-1.0,0
M,African_American,26,Male,0,-1.0,0
F,African_American,26,Male,20,0.0,1
F,Caucasian,29,Male,11,-1.0,1
F,African_American,23,Male,3,0.0,1
F,Caucasian,34,Male,4,-1.0,1
M,Hispanic,22,Male,1,0.0,1
M,Other,34,Male,3,-1.0,0
F,Caucasian,61,Male,1,-5.0,1
M,Hispanic,31,Female,0,-1.0,0
M,African_American,41,Male,0,-4.0,0
F,Caucasian,33,Male,1,-1.0,1
F,African_American,61,Male,5,-13.0,0
F,African_American,53,Male,11,-1.0,0
F,African_American,25,Male,1,0.0,0
M,Other,27,Male,0,-1.0,0
F,African_American,26,Male,0,-1.0,0
M,African_American,63,Male,3,-1.0,0
F,Caucasian,23,Female,5,-1.0,1
M,African_American,30,Male,1,0.0,0
M,African_American,24,Male,0,-2.0,0
M,African_American,21,Male,3,0.0,1
M,Caucasian,49,Female,2,-1.0,1
M,Caucasian,24,Male,0,0.0,0
F,Caucasian,23,Male,1,-20.0,1
F,African_American,25,Male,1,-14.0,0
F,African_American,50,Male,1,-22.0,0
F,African_American,24,Male,0,-1.0,1
F,African_American,35,Male,23,-1.0,1
F,African_American,27,Male,1,-3.0,0
F,African_American,33,Female,0,-1.0,0
F,Caucasian,32,Male,0,0.0,0
F,African_American,24,Female,2,0.0,1
F,African_American,23,Male,0,-1.0,0
F,African_American,64,Female,0,-1.0,0
M,African_American,42,Male,0,0.0,1
M,Other,32,Female,0,-1.0,0
F,African_American,49,Male,1,0.0,0
F,African_American,25,Male,3,-1.0,1
F,African_American,21,Male,4,-1.0,1
M,African_American,21,Male,0,-1.0,1
F,Caucasian,49,Male,3,0.0,0
F,African_American,22,Male,1,-1.0,1
M,African_American,23,Male,2,-1.0,1
M,African_American,25,Male,0,-1.0,0
M,Caucasian,43,Male,6,-1.0,1
M,Caucasian,49,Female,1,-26.0,0
F,Other,22,Male,5,-1.0,1
F,Caucasian,35,Male,0,-1.0,1
M,Hispanic,48,Male,1,0.0,0
F,Caucasian,29,Male,1,-1.0,0
M,Caucasian,66,Male,2,-1.0,0
F,Caucasian,33,Female,2,-1.0,0
F,Other,43,Male,1,-3.0,0
M,African_American,30,Male,1,-1.0,1
F,Caucasian,40,Male,3,-1.0,0
F,Caucasian,30,Female,1,0.0,0
M,African_American,26,Male,3,-1.0,1
M,Caucasian,33,Female,1,0.0,0
F,Other,37,Male,0,-1.0,1
M,African_American,34,Male,5,-1.0,0
F,African_American,48,Male,0,-1.0,0
F,Native American,47,Male,22,0.0,1
M,African_American,34,Male,1,-1.0,0
M,African_American,56,Male,0,-1.0,0
F,Hispanic,22,Male,0,-1.0,1
F,African_American,22,Male,1,13.0,0
F,Caucasian,43,Male,0,-1.0,0
M,Caucasian,27,Male,1,-1.0,1
F,Hispanic,45,Male,8,-1.0,0
M,Caucasian,41,Male,0,0.0,0
F,Hispanic,28,Male,3,-1.0,1
F,Caucasian,41,Male,4,-3.0,1
M,Caucasian,35,Female,1,-30.0,0
F,Caucasian,26,Male,0,0.0,0
M,African_American,59,Male,1,-1.0,0
F,Caucasian,54,Male,2,-29.0,1
F,African_American,21,Female,2,-1.0,0
M,Caucasian,32,Female,1,-1.0,1
F,African_American,25,Male,11,-1.0,1
F,Caucasian,27,Male,0,-1.0,0
F,Hispanic,30,Male,5,-1.0,1
F,Caucasian,23,Male,0,-3.0,1
F,Other,48,Male,1,-21.0,0
F,African_American,41,Male,3,-1.0,1
M,Caucasian,31,Male,0,-1.0,0
M,Caucasian,46,Female,0,-1.0,0
F,African_American,22,Male,1,-1.0,1
F,Caucasian,20,Male,0,-1.0,1
F,African_American,56,Male,0,-1.0,0
F,Caucasian,22,Male,0,-1.0,0
F,Caucasian,22,Male,2,-1.0,0
M,African_American,32,Male,0,-1.0,0
F,Hispanic,38,Male,3,-21.0,0
F,African_American,31,Male,16,-1.0,1
F,African_American,23,Male,0,-1.0,1
M,African_American,30,Male,10,0.0,1
M,African_American,32,Male,1,-1.0,0
M,African_American,37,Male,1,-3.0,1
F,African_American,23,Male,0,0.0,1
M,Caucasian,22,Female,0,-1.0,0
F,African_American,27,Male,11,-1.0,1
F,African_American,30,Female,8,-1.0,1
F,African_American,20,Male,0,0.0,1
F,African_American,24,Male,2,-1.0,0
M,Caucasian,28,Female,1,-2.0,0
F,African_American,32,Male,0,-1.0,1
M,African_American,26,Male,6,0.0,1
F,Hispanic,31,Female,2,-1.0,1
F,African_American,22,Male,5,-1.0,1
M,African_American,35,Male,0,-1.0,0
M,Other,60,Male,1,-1.0,0
F,African_American,37,Male,6,-1.0,1
F,African_American,48,Male,4,0.0,0
M,African_American,43,Male,4,0.0,1
F,African_American,22,Male,1,0.0,1
M,African_American,21,Male,0,-1.0,0
F,African_American,28,Female,0,-1.0,0
M,Caucasian,25,Male,2,0.0,1
F,African_American,22,Male,7,-11.0,1
F,Caucasian,39,Female,1,-1.0,0
F,African_American,56,Male,0,-1.0,0
F,African_American,25,Male,8,0.0,1
F,Caucasian,46,Male,4,-5.0,0
F,Caucasian,46,Male,6,22.0,1
F,African_American,26,Female,4,-1.0,1
F,Asian,40,Male,0,-1.0,0
F,Caucasian,29,Male,14,0.0,1
F,African_American,26,Male,0,0.0,1
F,Other,51,Male,2,-1.0,0
M,African_American,35,Female,0,-1.0,0
M,Caucasian,48,Female,0,0.0,0
F,Caucasian,28,Female,0,-1.0,0
F,African_American,39,Male,1,-1.0,0
F,Caucasian,41,Male,1,-1.0,1
F,Caucasian,30,Female,0,-1.0,1
M,African_American,21,Male,0,-1.0,1
M,Caucasian,56,Male,2,-1.0,0
F,Caucasian,25,Male,4,0.0,1
M,Caucasian,42,Male,1,-3.0,0
F,African_American,21,Male,3,0.0,1
